,date,days,fishname,fishnum,fishnum-avg,fishsize,people,temp
0,2019-06-16,,アイナメ,1,0.001152073732718894,18  cm,868,21
1,2019-06-16,,アジ,29,0.03341013824884793,20～22 cm,868,21
2,2019-06-16,,アナゴ,3,0.0034562211981566822,30～40 cm,868,21
3,2019-06-16,,イイダコ,1,0.001152073732718894,None,868,21
4,2019-06-16,,イシモチ,1,0.001152073732718894,24  cm,868,21
5,2019-06-16,,イワシ,20,0.02304147465437788,8～11 cm,868,21
6,2019-06-16,,ウミタナゴ,32,0.03686635944700461,15～22 cm,868,21
7,2019-06-16,,カサゴ,88,0.10138248847926268,15～24 cm,868,21
8,2019-06-16,,カレイ,3,0.0034562211981566822,15～20 cm,868,21
9,2019-06-16,,カワハギ,2,0.002304147465437788,20  cm,868,21
10,2019-06-16,,クロダイ,1,0.001152073732718894,30  cm,868,21
11,2019-06-16,,コショウダイ,1,0.001152073732718894,25  cm,868,21
12,2019-06-16,,コノシロ,95,0.10944700460829493,25～30 cm,868,21
13,2019-06-16,,サバ,2,0.002304147465437788,26～42 cm,868,21
14,2019-06-16,,シロギス,47,0.05414746543778802,14～20 cm,868,21
15,2019-06-16,,セイゴ,11,0.012672811059907835,20～30 cm,868,21
16,2019-06-16,,タコ,196,0.22580645161290322,None,868,21
17,2019-06-16,,ハゼ,10,0.01152073732718894,8～10 cm,868,21
18,2019-06-16,,ヒイラギ,1,0.001152073732718894,7  cm,868,21
19,2019-06-16,,フグ,18,0.020737327188940093,13～20 cm,868,21
20,2019-06-16,,ベラ,9,0.010368663594470046,10～17 cm,868,21
21,2019-06-16,,メゴチ,5,0.00576036866359447,8～15 cm,868,21
22,2019-06-16,,メジナ,3,0.0034562211981566822,15～23 cm,868,21
23,2019-06-16,,メバル,3,0.0034562211981566822,15～20 cm,868,21
24,2019-06-15,,アジ,59,0.5130434782608696,20～42 cm,115,21
25,2019-06-15,,アナゴ,2,0.017391304347826087,35～50 cm,115,21
26,2019-06-15,,イシモチ,1,0.008695652173913044,25  cm,115,21
27,2019-06-15,,ウミタナゴ,1,0.008695652173913044,15  cm,115,21
28,2019-06-15,,カサゴ,32,0.2782608695652174,15～26 cm,115,21
29,2019-06-15,,クロダイ,1,0.008695652173913044,42  cm,115,21
30,2019-06-15,,コショウダイ,1,0.008695652173913044,25  cm,115,21
31,2019-06-15,,コノシロ,8,0.06956521739130435,28～30 cm,115,21
32,2019-06-15,,シロギス,12,0.10434782608695652,10～15 cm,115,21
33,2019-06-15,,セイゴ,4,0.034782608695652174,27～36 cm,115,21
34,2019-06-15,,タコ,135,1.173913043478261,None,115,21
35,2019-06-15,,タチウオ,1,0.008695652173913044,50  cm,115,21
36,2019-06-15,,ヒイラギ,2,0.017391304347826087,12  cm,115,21
37,2019-06-15,,フグ,27,0.23478260869565218,10～30 cm,115,21
38,2019-06-15,,ベラ,1,0.008695652173913044,18  cm,115,21
39,2019-06-15,,メゴチ,1,0.008695652173913044,10  cm,115,21
40,2019-06-15,,メジナ,18,0.1565217391304348,24～32 cm,115,21
41,2019-06-15,,メバル,1,0.008695652173913044,20  cm,115,21
42,2019-06-15,,シマダイ,1,0.008695652173913044,22  cm,115,21
43,2019-06-14,,アジ,53,0.11597374179431072,20～28 cm,457,21
44,2019-06-14,,アナゴ,10,0.02188183807439825,30～55 cm,457,21
45,2019-06-14,,イシモチ,7,0.015317286652078774,25～27 cm,457,21
46,2019-06-14,,ウミタナゴ,14,0.030634573304157548,15～20 cm,457,21
47,2019-06-14,,カサゴ,75,0.16411378555798686,15～23 cm,457,21
48,2019-06-14,,カレイ,3,0.006564551422319475,26～33 cm,457,21
49,2019-06-14,,カワハギ,3,0.006564551422319475,17～20 cm,457,21
50,2019-06-14,,クロダイ,3,0.006564551422319475,30～43 cm,457,21
51,2019-06-14,,コショウダイ,7,0.015317286652078774,24～26 cm,457,21
52,2019-06-14,,コノシロ,15,0.03282275711159737,23～25 cm,457,21
53,2019-06-14,,サバ,4,0.0087527352297593,27～38 cm,457,21
54,2019-06-14,,シリヤケイカ,1,0.002188183807439825,None,457,21
55,2019-06-14,,シロギス,99,0.21663019693654267,11～23 cm,457,21
56,2019-06-14,,セイゴ,15,0.03282275711159737,23～33 cm,457,21
57,2019-06-14,,タコ,271,0.5929978118161926,None,457,21
58,2019-06-14,,タチウオ,1,0.002188183807439825,60  cm,457,21
59,2019-06-14,,ハゼ,17,0.037199124726477024,7～10 cm,457,21
60,2019-06-14,,フグ,22,0.04814004376367615,15～30 cm,457,21
61,2019-06-14,,ベラ,2,0.00437636761487965,15～18 cm,457,21
62,2019-06-14,,マゴチ,1,0.002188183807439825,30  cm,457,21
63,2019-06-14,,メゴチ,16,0.0350109409190372,8～11 cm,457,21
64,2019-06-14,,メジナ,7,0.015317286652078774,18～27 cm,457,21
65,2019-06-14,,メバル,7,0.015317286652078774,15～20 cm,457,21
66,2019-06-14,,マダイ,1,0.002188183807439825,21  cm,457,21
67,2019-06-13,,アジ,110,0.3013698630136986,20～26 cm,365,21
68,2019-06-13,,アナゴ,8,0.021917808219178082,24～30 cm,365,21
69,2019-06-13,,イシモチ,11,0.030136986301369864,20～34 cm,365,21
70,2019-06-13,,イワシ,4,0.010958904109589041,9～12 cm,365,21
71,2019-06-13,,ウミタナゴ,15,0.0410958904109589,14～18 cm,365,21
72,2019-06-13,,ウマヅラハギ,1,0.0027397260273972603,20  cm,365,21
73,2019-06-13,,カサゴ,56,0.15342465753424658,15～20 cm,365,21
74,2019-06-13,,カレイ,3,0.00821917808219178,25～30 cm,365,21
75,2019-06-13,,カワハギ,3,0.00821917808219178,20～21 cm,365,21
76,2019-06-13,,ギンポ,2,0.005479452054794521,15～20 cm,365,21
77,2019-06-13,,クロダイ,8,0.021917808219178082,40～55 cm,365,21
78,2019-06-13,,コショウダイ,33,0.09041095890410959,20～26 cm,365,21
79,2019-06-13,,コノシロ,32,0.08767123287671233,26～30 cm,365,21
80,2019-06-13,,サバ,6,0.01643835616438356,30～40 cm,365,21
81,2019-06-13,,シマダイ,9,0.024657534246575342,23～38 cm,365,21
82,2019-06-13,,シリヤケイカ,2,0.005479452054794521,None,365,21
83,2019-06-13,,シロギス,55,0.1506849315068493,13～20 cm,365,21
84,2019-06-13,,セイゴ,24,0.06575342465753424,28～35 cm,365,21
85,2019-06-13,,タコ,151,0.4136986301369863,None,365,21
86,2019-06-13,,ハゼ,21,0.057534246575342465,8～10 cm,365,21
87,2019-06-13,,フグ,23,0.06301369863013699,15～20 cm,365,21
88,2019-06-13,,タチウオ,1,0.0027397260273972603,50  cm,365,21
89,2019-06-13,,ヒイラギ,1,0.0027397260273972603,14  cm,365,21
90,2019-06-13,,メゴチ,9,0.024657534246575342,8～10 cm,365,21
91,2019-06-13,,メジナ,8,0.021917808219178082,26～30 cm,365,21
92,2019-06-13,,メバル,5,0.0136986301369863,15～20 cm,365,21
93,2019-06-12,,アジ,90,0.3557312252964427,15～32 cm,253,21
94,2019-06-12,,アナゴ,2,0.007905138339920948,25～30 cm,253,21
95,2019-06-12,,イシモチ,1,0.003952569169960474,33  cm,253,21
96,2019-06-12,,イワシ,9,0.03557312252964427,8～12 cm,253,21
97,2019-06-12,,ウミタナゴ,9,0.03557312252964427,18～20 cm,253,21
98,2019-06-12,,カサゴ,26,0.10276679841897234,15～20 cm,253,21
99,2019-06-12,,カレイ,4,0.015810276679841896,25～33 cm,253,21
100,2019-06-12,,クロダイ,17,0.06719367588932806,39～48 cm,253,21
101,2019-06-12,,コショウダイ,2,0.007905138339920948,23～28 cm,253,21
102,2019-06-12,,コノシロ,30,0.11857707509881422,25～32 cm,253,21
103,2019-06-12,,サバ,1,0.003952569169960474,40  cm,253,21
104,2019-06-12,,シマイサキ,1,0.003952569169960474,26  cm,253,21
105,2019-06-12,,シマダイ,17,0.06719367588932806,20～34 cm,253,21
106,2019-06-12,,シリヤケイカ,4,0.015810276679841896,None,253,21
107,2019-06-12,,シロギス,47,0.1857707509881423,13～20 cm,253,21
108,2019-06-12,,スズキ,1,0.003952569169960474,60  cm,253,21
109,2019-06-12,,セイゴ,23,0.09090909090909091,25～30 cm,253,21
110,2019-06-12,,タコ,213,0.841897233201581,None,253,21
111,2019-06-12,,ハゼ,8,0.03162055335968379,8～10 cm,253,21
112,2019-06-12,,フグ,15,0.05928853754940711,15～30 cm,253,21
113,2019-06-12,,マゴチ,1,0.003952569169960474,45  cm,253,21
114,2019-06-12,,メゴチ,3,0.011857707509881422,8～10 cm,253,21
115,2019-06-12,,メジナ,3,0.011857707509881422,25～30 cm,253,21
116,2019-06-12,,メバル,4,0.015810276679841896,18～20 cm,253,21
117,2019-06-11,,アジ,83,0.3688888888888889,18～22 cm,225,21
118,2019-06-11,,アナゴ,3,0.013333333333333334,20～25 cm,225,21
119,2019-06-11,,ウミタナゴ,10,0.044444444444444446,15～20 cm,225,21
120,2019-06-11,,カサゴ,29,0.1288888888888889,15～20 cm,225,21
121,2019-06-11,,カレイ,1,0.0044444444444444444,26  cm,225,21
122,2019-06-11,,カワハギ,1,0.0044444444444444444,20  cm,225,21
123,2019-06-11,,クロダイ,14,0.06222222222222222,30～49 cm,225,21
124,2019-06-11,,コショウダイ,8,0.035555555555555556,20～28 cm,225,21
125,2019-06-11,,コノシロ,7,0.03111111111111111,20～28 cm,225,21
126,2019-06-11,,シマダイ,3,0.013333333333333334,28～31 cm,225,21
127,2019-06-11,,シロギス,36,0.16,15～20 cm,225,21
128,2019-06-11,,シリヤケイカ,1,0.0044444444444444444,None,225,21
129,2019-06-11,,フッコ,2,0.008888888888888889,40～50 cm,225,21
130,2019-06-11,,セイゴ,8,0.035555555555555556,25～30 cm,225,21
131,2019-06-11,,タコ,267,1.1866666666666668,None,225,21
132,2019-06-11,,タチウオ,5,0.022222222222222223,40～50 cm,225,21
133,2019-06-11,,ハゼ,1,0.0044444444444444444,10  cm,225,21
134,2019-06-11,,フグ,8,0.035555555555555556,12～20 cm,225,21
135,2019-06-11,,ベラ,1,0.0044444444444444444,20  cm,225,21
136,2019-06-11,,メジナ,6,0.02666666666666667,22～31 cm,225,21
137,2019-06-11,,メバル,2,0.008888888888888889,15～20 cm,225,21
138,2019-06-11,,サバ,1,0.0044444444444444444,40  cm,225,21
139,2019-06-11,,ホウボウ,1,0.0044444444444444444,21  cm,225,21
140,2019-06-10,,アジ,18,0.13432835820895522,18～22 cm,134,22
141,2019-06-10,,アナゴ,3,0.022388059701492536,25～30 cm,134,22
142,2019-06-10,,イワシ,107,0.7985074626865671,10～12 cm,134,22
143,2019-06-10,,ウミタナゴ,8,0.05970149253731343,18～23 cm,134,22
144,2019-06-10,,カサゴ,33,0.2462686567164179,15～20 cm,134,22
145,2019-06-10,,カワハギ,1,0.007462686567164179,20  cm,134,22
146,2019-06-10,,クロダイ,4,0.029850746268656716,38～48 cm,134,22
147,2019-06-10,,コノシロ,38,0.2835820895522388,23～30 cm,134,22
148,2019-06-10,,シマダイ,7,0.05223880597014925,22～31 cm,134,22
149,2019-06-10,,シリヤケイカ,4,0.029850746268656716,None,134,22
150,2019-06-10,,シロギス,20,0.14925373134328357,12～16 cm,134,22
151,2019-06-10,,セイゴ,4,0.029850746268656716,16～30 cm,134,22
152,2019-06-10,,タコ,108,0.8059701492537313,None,134,22
153,2019-06-10,,ハゼ,5,0.03731343283582089,8～10 cm,134,22
154,2019-06-10,,フグ,8,0.05970149253731343,16～25 cm,134,22
155,2019-06-10,,ベラ,1,0.007462686567164179,20  cm,134,22
156,2019-06-10,,メゴチ,5,0.03731343283582089,8～10 cm,134,22
157,2019-06-10,,メジナ,15,0.11194029850746269,27～29 cm,134,22
158,2019-06-10,,メバル,9,0.06716417910447761,15～20 cm,134,22
159,2019-06-09,,アジ,171,0.2292225201072386,18～29 cm,746,23
160,2019-06-09,,アナゴ,8,0.010723860589812333,20～30 cm,746,23
161,2019-06-09,,イシモチ,11,0.014745308310991957,25～31 cm,746,23
162,2019-06-09,,イワシ,12,0.0160857908847185,10～11 cm,746,23
163,2019-06-09,,ウミタナゴ,15,0.020107238605898123,15～20 cm,746,23
164,2019-06-09,,カサゴ,74,0.09919571045576407,15～22 cm,746,23
165,2019-06-09,,カワハギ,3,0.004021447721179625,16～18 cm,746,23
166,2019-06-09,,ギンポ,1,0.0013404825737265416,20  cm,746,23
167,2019-06-09,,クロダイ,1,0.0013404825737265416,35  cm,746,23
168,2019-06-09,,コノシロ,289,0.3873994638069705,25～28 cm,746,23
169,2019-06-09,,シマダイ,1,0.0013404825737265416,31  cm,746,23
170,2019-06-09,,シロギス,65,0.0871313672922252,10～20 cm,746,23
171,2019-06-09,,スズキ,1,0.0013404825737265416,89  cm,746,23
172,2019-06-09,,セイゴ,7,0.00938337801608579,23～38 cm,746,23
173,2019-06-09,,タコ,159,0.2131367292225201,None,746,23
174,2019-06-09,,タチウオ,1,0.0013404825737265416,75  cm,746,23
175,2019-06-09,,ハゼ,6,0.00804289544235925,10～12 cm,746,23
176,2019-06-09,,フグ,17,0.022788203753351208,15～25 cm,746,23
177,2019-06-09,,ベラ,8,0.010723860589812333,15～20 cm,746,23
178,2019-06-09,,メゴチ,1,0.0013404825737265416,15  cm,746,23
179,2019-06-09,,メジナ,11,0.014745308310991957,20～27 cm,746,23
180,2019-06-09,,メバル,5,0.006702412868632708,15～25 cm,746,23
181,2019-06-08,,アジ,219,0.39177101967799643,15～25 cm,559,23
182,2019-06-08,,アナゴ,14,0.025044722719141325,25～56 cm,559,23
183,2019-06-08,,イシモチ,35,0.0626118067978533,23～31 cm,559,23
184,2019-06-08,,イワシ,24,0.04293381037567084,8～10 cm,559,23
185,2019-06-08,,ウミタナゴ,22,0.03935599284436494,16～20 cm,559,23
186,2019-06-08,,カサゴ,131,0.23434704830053668,15～26 cm,559,23
187,2019-06-08,,カレイ,5,0.008944543828264758,27～33 cm,559,23
188,2019-06-08,,ギンポ,1,0.0017889087656529517,20  cm,559,23
189,2019-06-08,,クロダイ,3,0.005366726296958855,45～51 cm,559,23
190,2019-06-08,,コショウダイ,3,0.005366726296958855,25  cm,559,23
191,2019-06-08,,コノシロ,204,0.36493738819320215,20～30 cm,559,23
192,2019-06-08,,サクラマス,1,0.0017889087656529517,44  cm,559,23
193,2019-06-08,,サバ,1,0.0017889087656529517,24  cm,559,23
194,2019-06-08,,シマダイ,4,0.007155635062611807,30～32 cm,559,23
195,2019-06-08,,シリヤケイカ,1,0.0017889087656529517,None,559,23
196,2019-06-08,,シロギス,127,0.22719141323792486,12～23 cm,559,23
197,2019-06-08,,セイゴ,19,0.03398926654740608,23～30 cm,559,23
198,2019-06-08,,タコ,139,0.24865831842576028,None,559,23
199,2019-06-08,,タチウオ,2,0.0035778175313059034,50～60 cm,559,23
200,2019-06-08,,ドンコ,2,0.0035778175313059034,18  cm,559,23
201,2019-06-08,,ハゼ,12,0.02146690518783542,6～8 cm,559,23
202,2019-06-08,,ホウボウ,1,0.0017889087656529517,22  cm,559,23
203,2019-06-08,,フグ,14,0.025044722719141325,15～25 cm,559,23
204,2019-06-08,,ベラ,9,0.016100178890876567,15～17 cm,559,23
205,2019-06-08,,メゴチ,2,0.0035778175313059034,10  cm,559,23
206,2019-06-08,,メジナ,20,0.03577817531305903,26～28 cm,559,23
207,2019-06-08,,メバル,4,0.007155635062611807,16～21 cm,559,23
208,2019-06-08,,マダイ,1,0.0017889087656529517,24  cm,559,23
209,2019-06-16,,アイナメ,1,0.001152073732718894,18  cm,868,21
210,2019-06-16,,アジ,29,0.03341013824884793,20～22 cm,868,21
211,2019-06-16,,アナゴ,3,0.0034562211981566822,30～40 cm,868,21
212,2019-06-16,,イイダコ,1,0.001152073732718894,None,868,21
213,2019-06-16,,イシモチ,1,0.001152073732718894,24  cm,868,21
214,2019-06-16,,イワシ,20,0.02304147465437788,8～11 cm,868,21
215,2019-06-16,,ウミタナゴ,32,0.03686635944700461,15～22 cm,868,21
216,2019-06-16,,カサゴ,88,0.10138248847926268,15～24 cm,868,21
217,2019-06-16,,カレイ,3,0.0034562211981566822,15～20 cm,868,21
218,2019-06-16,,カワハギ,2,0.002304147465437788,20  cm,868,21
219,2019-06-16,,クロダイ,1,0.001152073732718894,30  cm,868,21
220,2019-06-16,,コショウダイ,1,0.001152073732718894,25  cm,868,21
221,2019-06-16,,コノシロ,95,0.10944700460829493,25～30 cm,868,21
222,2019-06-16,,サバ,2,0.002304147465437788,26～42 cm,868,21
223,2019-06-16,,シロギス,47,0.05414746543778802,14～20 cm,868,21
224,2019-06-16,,セイゴ,11,0.012672811059907835,20～30 cm,868,21
225,2019-06-16,,タコ,196,0.22580645161290322,None,868,21
226,2019-06-16,,ハゼ,10,0.01152073732718894,8～10 cm,868,21
227,2019-06-16,,ヒイラギ,1,0.001152073732718894,7  cm,868,21
228,2019-06-16,,フグ,18,0.020737327188940093,13～20 cm,868,21
229,2019-06-16,,ベラ,9,0.010368663594470046,10～17 cm,868,21
230,2019-06-16,,メゴチ,5,0.00576036866359447,8～15 cm,868,21
231,2019-06-16,,メジナ,3,0.0034562211981566822,15～23 cm,868,21
232,2019-06-16,,メバル,3,0.0034562211981566822,15～20 cm,868,21
233,2019-06-15,,アジ,59,0.5130434782608696,20～42 cm,115,21
234,2019-06-15,,アナゴ,2,0.017391304347826087,35～50 cm,115,21
235,2019-06-15,,イシモチ,1,0.008695652173913044,25  cm,115,21
236,2019-06-15,,ウミタナゴ,1,0.008695652173913044,15  cm,115,21
237,2019-06-15,,カサゴ,32,0.2782608695652174,15～26 cm,115,21
238,2019-06-15,,クロダイ,1,0.008695652173913044,42  cm,115,21
239,2019-06-15,,コショウダイ,1,0.008695652173913044,25  cm,115,21
240,2019-06-15,,コノシロ,8,0.06956521739130435,28～30 cm,115,21
241,2019-06-15,,シロギス,12,0.10434782608695652,10～15 cm,115,21
242,2019-06-15,,セイゴ,4,0.034782608695652174,27～36 cm,115,21
243,2019-06-15,,タコ,135,1.173913043478261,None,115,21
244,2019-06-15,,タチウオ,1,0.008695652173913044,50  cm,115,21
245,2019-06-15,,ヒイラギ,2,0.017391304347826087,12  cm,115,21
246,2019-06-15,,フグ,27,0.23478260869565218,10～30 cm,115,21
247,2019-06-15,,ベラ,1,0.008695652173913044,18  cm,115,21
248,2019-06-15,,メゴチ,1,0.008695652173913044,10  cm,115,21
249,2019-06-15,,メジナ,18,0.1565217391304348,24～32 cm,115,21
250,2019-06-15,,メバル,1,0.008695652173913044,20  cm,115,21
251,2019-06-15,,シマダイ,1,0.008695652173913044,22  cm,115,21
252,2019-06-14,,アジ,53,0.11597374179431072,20～28 cm,457,21
253,2019-06-14,,アナゴ,10,0.02188183807439825,30～55 cm,457,21
254,2019-06-14,,イシモチ,7,0.015317286652078774,25～27 cm,457,21
255,2019-06-14,,ウミタナゴ,14,0.030634573304157548,15～20 cm,457,21
256,2019-06-14,,カサゴ,75,0.16411378555798686,15～23 cm,457,21
257,2019-06-14,,カレイ,3,0.006564551422319475,26～33 cm,457,21
258,2019-06-14,,カワハギ,3,0.006564551422319475,17～20 cm,457,21
259,2019-06-14,,クロダイ,3,0.006564551422319475,30～43 cm,457,21
260,2019-06-14,,コショウダイ,7,0.015317286652078774,24～26 cm,457,21
261,2019-06-14,,コノシロ,15,0.03282275711159737,23～25 cm,457,21
262,2019-06-14,,サバ,4,0.0087527352297593,27～38 cm,457,21
263,2019-06-14,,シリヤケイカ,1,0.002188183807439825,None,457,21
264,2019-06-14,,シロギス,99,0.21663019693654267,11～23 cm,457,21
265,2019-06-14,,セイゴ,15,0.03282275711159737,23～33 cm,457,21
266,2019-06-14,,タコ,271,0.5929978118161926,None,457,21
267,2019-06-14,,タチウオ,1,0.002188183807439825,60  cm,457,21
268,2019-06-14,,ハゼ,17,0.037199124726477024,7～10 cm,457,21
269,2019-06-14,,フグ,22,0.04814004376367615,15～30 cm,457,21
270,2019-06-14,,ベラ,2,0.00437636761487965,15～18 cm,457,21
271,2019-06-14,,マゴチ,1,0.002188183807439825,30  cm,457,21
272,2019-06-14,,メゴチ,16,0.0350109409190372,8～11 cm,457,21
273,2019-06-14,,メジナ,7,0.015317286652078774,18～27 cm,457,21
274,2019-06-14,,メバル,7,0.015317286652078774,15～20 cm,457,21
275,2019-06-14,,マダイ,1,0.002188183807439825,21  cm,457,21
276,2019-06-13,,アジ,110,0.3013698630136986,20～26 cm,365,21
277,2019-06-13,,アナゴ,8,0.021917808219178082,24～30 cm,365,21
278,2019-06-13,,イシモチ,11,0.030136986301369864,20～34 cm,365,21
279,2019-06-13,,イワシ,4,0.010958904109589041,9～12 cm,365,21
280,2019-06-13,,ウミタナゴ,15,0.0410958904109589,14～18 cm,365,21
281,2019-06-13,,ウマヅラハギ,1,0.0027397260273972603,20  cm,365,21
282,2019-06-13,,カサゴ,56,0.15342465753424658,15～20 cm,365,21
283,2019-06-13,,カレイ,3,0.00821917808219178,25～30 cm,365,21
284,2019-06-13,,カワハギ,3,0.00821917808219178,20～21 cm,365,21
285,2019-06-13,,ギンポ,2,0.005479452054794521,15～20 cm,365,21
286,2019-06-13,,クロダイ,8,0.021917808219178082,40～55 cm,365,21
287,2019-06-13,,コショウダイ,33,0.09041095890410959,20～26 cm,365,21
288,2019-06-13,,コノシロ,32,0.08767123287671233,26～30 cm,365,21
289,2019-06-13,,サバ,6,0.01643835616438356,30～40 cm,365,21
290,2019-06-13,,シマダイ,9,0.024657534246575342,23～38 cm,365,21
291,2019-06-13,,シリヤケイカ,2,0.005479452054794521,None,365,21
292,2019-06-13,,シロギス,55,0.1506849315068493,13～20 cm,365,21
293,2019-06-13,,セイゴ,24,0.06575342465753424,28～35 cm,365,21
294,2019-06-13,,タコ,151,0.4136986301369863,None,365,21
295,2019-06-13,,ハゼ,21,0.057534246575342465,8～10 cm,365,21
296,2019-06-13,,フグ,23,0.06301369863013699,15～20 cm,365,21
297,2019-06-13,,タチウオ,1,0.0027397260273972603,50  cm,365,21
298,2019-06-13,,ヒイラギ,1,0.0027397260273972603,14  cm,365,21
299,2019-06-13,,メゴチ,9,0.024657534246575342,8～10 cm,365,21
300,2019-06-13,,メジナ,8,0.021917808219178082,26～30 cm,365,21
301,2019-06-13,,メバル,5,0.0136986301369863,15～20 cm,365,21
302,2019-06-12,,アジ,90,0.3557312252964427,15～32 cm,253,21
303,2019-06-12,,アナゴ,2,0.007905138339920948,25～30 cm,253,21
304,2019-06-12,,イシモチ,1,0.003952569169960474,33  cm,253,21
305,2019-06-12,,イワシ,9,0.03557312252964427,8～12 cm,253,21
306,2019-06-12,,ウミタナゴ,9,0.03557312252964427,18～20 cm,253,21
307,2019-06-12,,カサゴ,26,0.10276679841897234,15～20 cm,253,21
308,2019-06-12,,カレイ,4,0.015810276679841896,25～33 cm,253,21
309,2019-06-12,,クロダイ,17,0.06719367588932806,39～48 cm,253,21
310,2019-06-12,,コショウダイ,2,0.007905138339920948,23～28 cm,253,21
311,2019-06-12,,コノシロ,30,0.11857707509881422,25～32 cm,253,21
312,2019-06-12,,サバ,1,0.003952569169960474,40  cm,253,21
313,2019-06-12,,シマイサキ,1,0.003952569169960474,26  cm,253,21
314,2019-06-12,,シマダイ,17,0.06719367588932806,20～34 cm,253,21
315,2019-06-12,,シリヤケイカ,4,0.015810276679841896,None,253,21
316,2019-06-12,,シロギス,47,0.1857707509881423,13～20 cm,253,21
317,2019-06-12,,スズキ,1,0.003952569169960474,60  cm,253,21
318,2019-06-12,,セイゴ,23,0.09090909090909091,25～30 cm,253,21
319,2019-06-12,,タコ,213,0.841897233201581,None,253,21
320,2019-06-12,,ハゼ,8,0.03162055335968379,8～10 cm,253,21
321,2019-06-12,,フグ,15,0.05928853754940711,15～30 cm,253,21
322,2019-06-12,,マゴチ,1,0.003952569169960474,45  cm,253,21
323,2019-06-12,,メゴチ,3,0.011857707509881422,8～10 cm,253,21
324,2019-06-12,,メジナ,3,0.011857707509881422,25～30 cm,253,21
325,2019-06-12,,メバル,4,0.015810276679841896,18～20 cm,253,21
326,2019-06-11,,アジ,83,0.3688888888888889,18～22 cm,225,21
327,2019-06-11,,アナゴ,3,0.013333333333333334,20～25 cm,225,21
328,2019-06-11,,ウミタナゴ,10,0.044444444444444446,15～20 cm,225,21
329,2019-06-11,,カサゴ,29,0.1288888888888889,15～20 cm,225,21
330,2019-06-11,,カレイ,1,0.0044444444444444444,26  cm,225,21
331,2019-06-11,,カワハギ,1,0.0044444444444444444,20  cm,225,21
332,2019-06-11,,クロダイ,14,0.06222222222222222,30～49 cm,225,21
333,2019-06-11,,コショウダイ,8,0.035555555555555556,20～28 cm,225,21
334,2019-06-11,,コノシロ,7,0.03111111111111111,20～28 cm,225,21
335,2019-06-11,,シマダイ,3,0.013333333333333334,28～31 cm,225,21
336,2019-06-11,,シロギス,36,0.16,15～20 cm,225,21
337,2019-06-11,,シリヤケイカ,1,0.0044444444444444444,None,225,21
338,2019-06-11,,フッコ,2,0.008888888888888889,40～50 cm,225,21
339,2019-06-11,,セイゴ,8,0.035555555555555556,25～30 cm,225,21
340,2019-06-11,,タコ,267,1.1866666666666668,None,225,21
341,2019-06-11,,タチウオ,5,0.022222222222222223,40～50 cm,225,21
342,2019-06-11,,ハゼ,1,0.0044444444444444444,10  cm,225,21
343,2019-06-11,,フグ,8,0.035555555555555556,12～20 cm,225,21
344,2019-06-11,,ベラ,1,0.0044444444444444444,20  cm,225,21
345,2019-06-11,,メジナ,6,0.02666666666666667,22～31 cm,225,21
346,2019-06-11,,メバル,2,0.008888888888888889,15～20 cm,225,21
347,2019-06-11,,サバ,1,0.0044444444444444444,40  cm,225,21
348,2019-06-11,,ホウボウ,1,0.0044444444444444444,21  cm,225,21
349,2019-06-10,,アジ,18,0.13432835820895522,18～22 cm,134,22
350,2019-06-10,,アナゴ,3,0.022388059701492536,25～30 cm,134,22
351,2019-06-10,,イワシ,107,0.7985074626865671,10～12 cm,134,22
352,2019-06-10,,ウミタナゴ,8,0.05970149253731343,18～23 cm,134,22
353,2019-06-10,,カサゴ,33,0.2462686567164179,15～20 cm,134,22
354,2019-06-10,,カワハギ,1,0.007462686567164179,20  cm,134,22
355,2019-06-10,,クロダイ,4,0.029850746268656716,38～48 cm,134,22
356,2019-06-10,,コノシロ,38,0.2835820895522388,23～30 cm,134,22
357,2019-06-10,,シマダイ,7,0.05223880597014925,22～31 cm,134,22
358,2019-06-10,,シリヤケイカ,4,0.029850746268656716,None,134,22
359,2019-06-10,,シロギス,20,0.14925373134328357,12～16 cm,134,22
360,2019-06-10,,セイゴ,4,0.029850746268656716,16～30 cm,134,22
361,2019-06-10,,タコ,108,0.8059701492537313,None,134,22
362,2019-06-10,,ハゼ,5,0.03731343283582089,8～10 cm,134,22
363,2019-06-10,,フグ,8,0.05970149253731343,16～25 cm,134,22
364,2019-06-10,,ベラ,1,0.007462686567164179,20  cm,134,22
365,2019-06-10,,メゴチ,5,0.03731343283582089,8～10 cm,134,22
366,2019-06-10,,メジナ,15,0.11194029850746269,27～29 cm,134,22
367,2019-06-10,,メバル,9,0.06716417910447761,15～20 cm,134,22
368,2019-06-09,,アジ,171,0.2292225201072386,18～29 cm,746,23
369,2019-06-09,,アナゴ,8,0.010723860589812333,20～30 cm,746,23
370,2019-06-09,,イシモチ,11,0.014745308310991957,25～31 cm,746,23
371,2019-06-09,,イワシ,12,0.0160857908847185,10～11 cm,746,23
372,2019-06-09,,ウミタナゴ,15,0.020107238605898123,15～20 cm,746,23
373,2019-06-09,,カサゴ,74,0.09919571045576407,15～22 cm,746,23
374,2019-06-09,,カワハギ,3,0.004021447721179625,16～18 cm,746,23
375,2019-06-09,,ギンポ,1,0.0013404825737265416,20  cm,746,23
376,2019-06-09,,クロダイ,1,0.0013404825737265416,35  cm,746,23
